contig_1_pilon	CP014529.1	100.000	1282717	4	0	131915	1414631	1	1282717	0.0	2.369e+06
contig_1_pilon	CP014529.1	99.892	131921	12	118	1	131914	2633213	2765010	0.0	2.427e+05
contig_1_pilon	CP014529.1	99.226	6715	47	4	914254	920965	2259422	2252710	0.0	12107
contig_1_pilon	CP014529.1	92.175	8435	646	11	1402370	1410796	2626706	2635134	0.0	11908
contig_1_pilon	CP014529.1	99.707	5458	13	3	108555	114011	943765	938310	0.0	9987
contig_1_pilon	CP014529.1	99.707	5458	13	3	1070224	1075679	2747107	2741651	0.0	9987
contig_1_pilon	CP014529.1	99.725	5450	12	3	534009	539456	2747108	2741660	0.0	9978
contig_1_pilon	CP014529.1	99.706	5450	13	3	108564	114012	407542	402095	0.0	9973
contig_1_pilon	CP014529.1	99.634	5462	17	3	533997	539456	938296	943756	0.0	9973
contig_1_pilon	CP014529.1	99.616	5462	18	3	1070210	1075670	402083	407542	0.0	9967
contig_1_pilon	CP014529.1	99.579	5463	20	3	534039	539500	2420623	2415163	0.0	9958
contig_1_pilon	CP014529.1	99.815	5418	9	1	1070253	1075670	2420623	2415207	0.0	9949
contig_1_pilon	CP014529.1	99.668	5419	15	3	108564	113981	2415207	2420623	0.0	9904
contig_1_pilon	CP014529.1	94.014	6498	383	5	3049	9545	1278980	1285472	0.0	9840
contig_1_pilon	CP014529.1	99.537	4102	7	3	107858	111959	2510615	2514704	0.0	7459
contig_1_pilon	CP014529.1	99.799	3480	7	0	1072275	1075754	2127698	2124219	0.0	6388
contig_1_pilon	CP014529.1	99.765	3405	8	0	1072275	1075679	2514704	2511300	0.0	6244
contig_1_pilon	CP014529.1	99.736	3405	9	0	108555	111959	2124294	2127698	0.0	6239
contig_1_pilon	CP014529.1	99.794	3396	7	0	536061	539456	2514704	2511309	0.0	6233
contig_1_pilon	CP014529.1	99.764	3396	8	0	536061	539456	2127698	2124303	0.0	6228
contig_1_pilon	CP014529.1	94.597	4016	210	6	885984	889996	1383591	1387602	0.0	6207
contig_1_pilon	CP014529.1	91.157	3743	325	5	1410894	1414631	2636145	2639886	0.0	5073
contig_1_pilon	CP014529.1	99.832	2381	4	0	891493	893873	2284947	2282567	0.0	4375
contig_1_pilon	CP014529.1	99.562	2054	8	1	1070217	1072269	2516860	2514807	0.0	3742
contig_1_pilon	CP014529.1	98.525	2102	25	6	111965	114061	2514807	2516907	0.0	3705
contig_1_pilon	CP014529.1	98.695	2069	23	4	533989	536055	2516873	2514807	0.0	3668
contig_1_pilon	CP014529.1	90.274	2704	261	2	9618	12320	1288375	1291077	0.0	3535
contig_1_pilon	CP014529.1	96.399	2138	75	2	1369741	1371877	1412664	1414800	0.0	3520
contig_1_pilon	CP014529.1	100.000	1798	0	0	1375944	1377741	2100083	2098286	0.0	3321
contig_1_pilon	CP014529.1	99.944	1798	1	0	1037365	1039162	1615235	1617032	0.0	3315
contig_1_pilon	CP014529.1	100.000	1794	0	0	1375948	1377741	905452	907245	0.0	3314
contig_1_pilon	CP014529.1	100.000	1794	0	0	1037366	1039159	1244034	1245827	0.0	3314
contig_1_pilon	CP014529.1	100.000	1794	0	0	1037366	1039159	2100079	2098286	0.0	3314
contig_1_pilon	CP014529.1	99.944	1794	1	0	1375948	1377741	1615236	1617029	0.0	3308
contig_1_pilon	CP014529.1	99.944	1771	1	0	111965	113735	2127801	2129571	0.0	3265
contig_1_pilon	CP014529.1	99.887	1771	1	1	1070500	1072269	2129571	2127801	0.0	3258
contig_1_pilon	CP014529.1	99.774	1772	2	2	534285	536055	2129571	2127801	0.0	3249
contig_1_pilon	CP014529.1	99.940	1679	1	0	395273	396951	209720	211398	0.0	3096
contig_1_pilon	CP014529.1	99.940	1679	1	0	483309	484987	209720	211398	0.0	3096
contig_1_pilon	CP014529.1	99.940	1679	1	0	395273	396951	260330	258652	0.0	3096
contig_1_pilon	CP014529.1	99.940	1679	1	0	341634	343312	263359	265037	0.0	3096
contig_1_pilon	CP014529.1	99.940	1679	1	0	390566	392244	265037	263359	0.0	3096
contig_1_pilon	CP014529.1	99.940	1679	1	0	341634	343312	351395	353073	0.0	3096
